Company,Quarter,X1,X2,X3,X4,X5,OCF_TA,Interest_Coverage,Debt_Assets,Repo_Rate,Leverage_Repo,Stress_Label,shap_X1,shap_X2,shap_X3,shap_X4,shap_X5,shap_OCF_TA,shap_Interest_Coverage,shap_Debt_Assets,shap_Repo_Rate,shap_Leverage_Repo,predicted_probability,predicted_label,risk_category
Coal India,2020-12-31,0.3010961833156353,1.5351005493575052,0.1299275969734767,5.881237893559241,0.5707169748211383,0.1240131431629145,5.460242083686302,0.2907434786555332,5.0,0.1453717393277666,0,-0.177297,-1.900687,-0.399097,-1.277352,0.186767,-0.154553,-0.966165,-0.840556,0.0,-0.208709,0.0044507287,0,Very Safe
Coal India,2021-03-31,0.3476999073090874,1.6583143551387778,0.0962095399763978,5.32399760791755,0.4494563275914764,0.0936569984995241,3.477433301733253,0.3372096595945176,5.0,0.1686048297972588,0,-0.152838,-1.905161,-0.359876,-1.241832,-0.189446,-0.227376,-0.886873,-0.852801,0.0,-0.20109,0.003368637,0,Very Safe
Coal India,2021-06-30,0.3549297060876201,1.8963359898725407,0.1183312881207542,6.3427921689865885,0.6313538023642229,0.123523490104668,6.127022728855126,0.2604552744544411,5.0,0.1302276372272205,0,-0.180369,-1.883359,-0.397492,-1.281184,0.679071,-0.169521,-0.950632,-0.805428,0.0,-0.190991,0.007748458,0,Very Safe
Coal India,2021-09-30,0.3378284924092028,3.379927814053284,0.0948897661747465,5.382649075707248,0.4956288175804341,0.0880260822584763,2.6458379957738587,0.3263916038090537,5.0,0.1631958019045268,0,-0.175929,-1.906712,-0.387597,-1.242468,-0.352718,-0.196949,-0.866869,-0.8633,0.0,-0.20109,0.0028255885,0,Very Safe
Coal India,2021-12-31,0.4674156526059156,2.0959448435558143,0.1354018740889191,3.813743345230957,0.5116998313154746,0.1169215538450809,3.457116125602619,0.3939116826530869,5.0,0.1969558413265434,0,-0.175909,-1.886836,-0.393586,-1.261807,-0.261587,-0.179418,-0.899357,-0.864168,0.0,-0.20109,0.0030294606,0,Very Safe
Coal India,2022-03-31,0.3501508676635608,2.423172210103365,0.1221116607700577,3.794511004069113,0.5270849091192727,0.1177325281422346,3.26211031098736,0.3642640030866205,5.0,0.1821320015433102,0,-0.175909,-1.876159,-0.393586,-1.273772,-0.323774,-0.166622,-0.899357,-0.870472,0.0,-0.206339,0.0028472007,0,Very Safe
Coal India,2022-06-30,0.4051497940550705,1.7202776649382203,0.084826722645582,6.916796363402351,0.4238850116385465,0.0895600406999961,2.68377591788128,0.2956711228357695,5.0,0.1478355614178847,0,-0.159423,-1.873027,-0.362296,-1.263834,-0.527084,-0.243235,-0.861143,-0.848988,0.0,-0.20109,0.0024415036,0,Very Safe
Coal India,2022-09-30,0.4541039902162308,2.6537237324139533,0.1667223471109007,8.534852129205653,0.6533827217075222,0.1592440343514868,6.94099855721463,0.2763620746994917,5.0,0.1381810373497458,0,-0.180369,-1.883359,-0.397492,-1.281184,0.679071,-0.169521,-0.950632,-0.805428,0.0,-0.190991,0.007748458,0,Very Safe
Coal India,2022-12-31,0.3564361515530507,3.2968974162769342,0.1021251444695201,5.394800640809315,0.4499211395433832,0.1048296286777214,4.217924478430579,0.2909008677385591,5.0,0.1454504338692795,0,-0.152838,-1.905161,-0.359876,-1.241832,-0.189446,-0.227376,-0.886873,-0.852801,0.0,-0.20109,0.003368637,0,Very Safe
DHFL,2014-03-31,0.1538492077597528,0.1866131026088517,0.0149657100204352,0.4045148486860365,0.507097467463109,0.0130048660135554,0.2178213887396147,0.7996695264769079,5.0,0.3998347632384539,1,0.442706,1.587766,0.417284,0.620081,-0.095779,0.361566,-0.141414,0.327007,0.0,0.060364,0.9802955,1,Severe Risk
DHFL,2014-06-30,0.2048688631144987,0.1550147878615207,0.0139692188617509,0.3210701761627096,0.4103313837231669,0.0140232176970523,0.1975303622978162,0.685233970078549,5.0,0.3426169850392745,1,0.041586,1.766116,0.347983,0.077141,-0.426755,0.396772,-0.031739,0.305252,0.0,0.051747,0.94560367,1,Severe Risk
DHFL,2014-09-30,0.1611236626512533,0.1765065418218362,0.0314778919533338,0.2955821691242526,0.4151920376697223,0.0257201404236169,0.416862259101218,0.7103418900799474,5.0,0.3551709450399737,1,0.386715,1.721797,0.181591,0.093797,-0.398857,-0.242537,0.511503,0.219864,0.0,0.047514,0.9452571,1,Severe Risk
DHFL,2014-12-31,0.2682434015465509,0.1721852541779262,0.0129032378157956,0.5071241870834565,0.4090466305846774,0.0140564525115774,0.1942361129441981,0.6281011778194872,5.0,0.3140505889097436,1,-0.11787,1.717011,0.32222,0.718478,-0.471272,0.450566,-0.023005,0.002949,0.0,0.007052,0.9494804,1,Severe Risk
DHFL,2015-03-31,0.1754949301729361,0.1735805072974156,0.0152881180919552,0.3289246395970944,0.4039046447890149,0.0142468855878857,0.2214023959453079,0.7394634622825489,5.0,0.3697317311412744,1,-0.085899,1.869628,0.378347,0.139902,-0.479788,0.395589,-0.082938,-0.270561,0.0,-0.035872,0.89621246,1,Severe Risk
DHFL,2015-06-30,0.1402650614170013,0.2331012932295574,0.021199789421664,0.5065523962327995,0.4897058961392675,0.0222655352480836,0.3252840896090251,0.7504175054408984,5.0,0.3752087527204492,1,-0.024878,1.867338,-0.1912,0.693152,-0.305962,-0.340562,0.36321,-0.322825,0.0,-0.065891,0.8807767,1,Severe Risk
DHFL,2015-09-30,0.1349743384474305,0.2024305131044947,0.0157056664953111,0.4396272996623055,0.4252737837659522,0.0146881811055108,0.2020683782463087,0.8356144596333239,5.0,0.4178072298166619,1,-0.007478,1.725267,0.356089,0.581648,-0.527476,0.440013,-0.080642,0.39185,0.0,0.074009,0.96376085,1,Severe Risk
DHFL,2015-12-31,0.2877024236643762,0.2703488713433709,0.0313007588143429,0.7432263543787163,0.5129095057464239,0.0335813812742347,0.5662561485584697,0.6701074653933943,5.0,0.3350537326966971,0,-0.232744,1.233741,0.188546,0.224532,-0.249113,-0.096223,0.243667,0.088671,0.0,0.014257,0.8510369,1,Severe Risk
DHFL,2016-03-31,0.0582662367114732,0.2051611810454732,0.0093712881346554,0.5888734980651477,0.4009523446741022,0.009646756057404,0.1339519353981591,0.7343391011932217,5.0,0.3671695505966108,1,-0.057975,1.87006,0.28244,0.717486,-0.487666,0.343929,-0.070121,-0.179532,0.0,-0.031667,0.9378696,1,Severe Risk
DHFL,2016-06-30,0.2490061084699235,0.2010879750397612,0.0149756409960581,0.8209431650791678,0.4007723491339949,0.0134995411265838,0.2479952075707417,0.6188989687904002,5.0,0.3094494843952001,1,-0.075238,1.818785,0.418068,0.222462,-0.510466,0.37539,0.271589,0.003452,0.0,0.016745,0.9462524,1,Severe Risk
DHFL,2016-09-30,0.0001609726722019,0.3123755102213115,0.0418584853052857,0.4917027527295892,0.6130998306055293,0.0380029430431083,0.5145770937127951,0.7791656045334242,5.0,0.3895828022667121,1,-0.035702,0.754612,0.168799,0.587127,0.596599,0.294052,0.551475,0.260386,0.0,0.05721,0.9724008,1,Severe Risk
DHFL,2016-12-31,0.1709252356319801,0.4184814358268284,0.042193771302517,0.7510820456277487,0.6083520014754078,0.034237692023325,0.6716393004582929,0.8257532597920232,5.0,0.4128766298960116,1,-0.19333,0.341364,0.148271,0.211849,0.521124,-0.084202,0.035897,0.453789,0.0,0.09135,0.8645416,1,Severe Risk
DHFL,2017-03-31,0.2807671565336742,0.2500608266384451,0.0160026431951929,0.4591732677136629,0.4997449871255952,0.0149155147018171,0.2323362065147163,0.7510903687403012,5.0,0.3755451843701506,1,-0.308153,1.776394,0.381588,0.544348,-0.213874,0.439619,0.159461,-0.280644,0.0,-0.058887,0.94088155,1,Severe Risk
DHFL,2017-06-30,0.0717500240414558,0.3489482764762714,0.0185746590180523,0.8019604090237561,0.5438493510819883,0.0204111843988138,0.3666683718302523,0.7029411375565943,5.0,0.3514705687782971,1,-0.073772,0.431197,0.389361,0.088484,0.101576,-0.038113,0.354966,0.082187,0.0,-0.037386,0.8356107,1,Severe Risk
DHFL,2017-09-30,0.1162030239702588,0.221083461368414,0.0276180334025663,0.5403954159344848,0.4126304466786481,0.0269018808422238,0.340310390539723,0.7498250972540932,5.0,0.3749125486270466,1,-0.381834,1.856122,0.190791,0.563732,-0.413431,-0.297812,0.36508,-0.306144,0.0,-0.074328,0.86171395,1,Severe Risk
DHFL,2017-12-31,0.0855546428539397,0.2835295842896758,0.0124798013555746,0.2592190653557907,0.4119004467333151,0.0119757472462465,0.2100003975315822,0.757247096806088,5.0,0.378623548403044,0,-0.210981,1.219655,0.305654,0.011981,-0.569201,0.319622,-0.082194,-0.469089,0.0,-0.121011,0.6752134,1,High Risk
DHFL,2018-03-31,0.179236107655198,0.4128853827629794,0.034123685726957,0.4845582508521289,0.5949510189633044,0.0274759888397793,0.6271752219247164,0.7616937402704831,5.0,0.3808468701352415,0,-0.177951,0.366203,0.131573,0.607302,0.431836,-0.260768,-0.001338,-0.369759,0.0,-0.090458,0.7239348,1,High Risk
DHFL,2018-06-30,0.2083144596673999,0.3297498362081226,0.0423644703773736,0.5970597524913063,0.5686280712532293,0.0422306458121519,0.6899838648469404,0.6814111942374732,5.0,0.3407055971187366,0,0.025744,0.2607,0.171352,0.654914,0.189397,0.341907,-0.119091,0.031075,0.0,-0.021878,0.8654768,1,Severe Risk
DHFL,2018-09-30,0.169782169803583,0.3372796508706818,0.0250410696103981,0.2941038515295315,0.5575603088182242,0.0269030892176011,0.4129399144500695,0.6373371125798682,5.0,0.3186685562899341,0,-0.082907,0.288007,-0.13322,0.094708,0.028216,-0.414051,0.458825,-0.263859,0.0,-0.030087,0.5678429,1,Moderate Risk
DHFL,2018-12-31,0.2816010227503002,0.2948706203330613,0.0288489810139465,0.8338936186333634,0.5182150498927753,0.0309608222597753,0.3500478843158505,0.7822594059550471,5.0,0.3911297029775235,1,-0.275421,0.988536,0.239202,0.260149,-0.178457,0.175518,0.41059,0.302087,0.0,0.022079,0.9065064,1,Severe Risk
DHFL,2019-03-31,0.1966744657592275,0.4561461331810025,0.0448486981621777,0.503343433292894,0.5927909465761384,0.0489338817543527,0.6161272395273226,0.7592358938567196,5.0,0.3796179469283598,0,-0.075928,0.352924,0.143496,0.623192,0.561796,0.451016,0.100925,-0.330925,0.0,-0.07673,0.8886662,1,Severe Risk
DHFL,2019-06-30,0.2299330761531831,0.540699689287416,0.0431712838404172,0.5614259814468975,0.6660336113598909,0.0413013992020873,0.6579857862731007,0.7829430062717467,5.0,0.3914715031358733,0,0.017125,-0.185027,0.165631,0.593958,0.910101,0.467735,-0.030288,0.211368,0.0,0.034622,0.9250238,1,Severe Risk
DHFL,2019-09-30,0.1425947038105431,0.5680366709245216,0.0523223990175381,0.5122447073920666,0.6624682948623077,0.0510174189823164,0.861546475073872,0.8397521109021813,5.0,0.4198760554510906,0,0.089625,-0.47975,0.126023,0.686631,0.872742,0.466068,-0.248254,0.620747,0.0,0.15264,0.93175054,1,Severe Risk
DHFL,2019-12-31,0.1852304467029199,0.3955974250699049,0.0184162747177489,0.4476035585537655,0.4241685960350449,0.0161383263173206,0.2760350870826259,0.6936632729133151,5.0,0.3468316364566575,0,-0.121123,0.476026,0.288775,0.546496,-0.603709,0.525301,0.309798,0.200777,0.0,-0.007569,0.8745931,1,Severe Risk
DHFL,2020-03-31,0.2279452193578075,0.8264587282613888,0.0307887709921005,0.3612543740326986,0.6296109167550182,0.0333960269098779,0.5191608229096024,0.6504852161279957,5.0,0.3252426080639978,0,-0.010816,-2.93297,0.157271,0.505959,0.828496,-0.070841,0.487926,0.09261,0.0,0.087282,0.37106287,0,Low Risk
DHFL,2020-06-30,0.2296528836434913,4.385907621378601,0.0049417354255736,0.8809754693243665,0.5863250915660781,0.0044119716639266,0.1011634881864373,0.6101933185853429,5.0,0.3050966592926714,0,0.013815,-3.062656,0.398699,0.042218,0.538819,0.148078,-0.14805,-0.064706,0.0,0.028895,0.14461681,0,Very Safe
DHFL,2020-09-30,0.1168248348697878,0.9168584011618648,0.0071332210412783,0.2948233210433046,0.4080020318205061,0.0076238464731896,0.0909793162617366,0.7454843034985084,5.0,0.3727421517492542,0,-0.255425,-2.889668,0.242854,0.087379,-0.629435,0.193026,-0.235189,-0.516815,0.0,-0.09864,0.022433951,0,Very Safe
DHFL,2020-12-31,0.2331109554890056,1.5328466794128108,0.0090304398588778,0.615098121429631,0.4646808589831125,0.0088805275675774,0.1069336780548197,0.7770379219351502,5.0,0.3885189609675751,0,-0.133544,-3.198574,0.281423,0.66355,-0.446678,0.180372,-0.293544,0.036887,0.0,-0.044629,0.067401186,0,Very Safe
DHFL,2021-03-31,0.1549347301007897,1.4499115175598212,0.0093726760073952,0.759029580057274,0.4580271667026809,0.0095098478303548,0.1720387481133148,0.6673596226870229,5.0,0.3336798113435114,0,0.340336,-3.206304,0.363568,-0.053461,-0.46583,0.160641,-0.245129,0.085183,0.0,-0.000898,0.06330049,0,Very Safe
DHFL,2021-06-30,0.17489582713656,2.976520931201338,0.005985011193165,0.2314721950738166,0.4536999878357937,0.006031533964879,0.101817187534518,0.7706746261939593,5.0,0.3853373130969796,0,-0.173559,-3.077632,0.295128,0.040884,-0.508788,0.149284,-0.253433,-0.305131,0.0,-0.08338,0.026877979,0,Very Safe
DHFL,2021-09-30,0.1150341189919316,3.7574041608348874,0.0087935693752,0.5437335171255848,0.6031140102142799,0.0090225091894815,0.1497545432673971,0.6054104486520588,5.0,0.3027052243260294,0,-0.27155,-2.916924,0.428931,0.544282,0.567726,0.233723,-0.144066,-0.227208,0.0,-0.007591,0.18766545,0,Very Safe
DHFL,2021-12-31,0.1949444833576528,1.1241460293018612,0.0059564527898363,0.4456258643320676,0.4550919647979473,0.0051896771510464,0.0915356040082509,0.6561201253081821,5.0,0.328060062654091,0,-0.103253,-3.122586,0.354123,0.393529,-0.527825,0.203425,-0.191774,0.289258,0.0,0.109041,0.09375396,0,Very Safe
DHFL,2022-03-31,0.2887429516312004,1.9347190311511548,0.0119499269643581,0.5284738288507927,0.5469389022932657,0.0111078187356025,0.2364583902445299,0.7060941917534695,5.0,0.3530470958767348,0,-0.323286,-3.196266,0.331677,0.458409,-0.007063,0.17962,-0.019384,0.03162,0.0,-0.025323,0.09599211,0,Very Safe
DHFL,2022-06-30,0.1583961549431325,3.735579395211799,0.0079189725446031,0.5826170386506858,0.5548621643721862,0.0073630450898668,0.1763712584138708,0.6077170331356151,5.0,0.3038585165678075,0,0.360428,-3.004273,0.416792,0.674276,0.07508,0.21204,-0.19457,-0.206382,0.0,-0.002866,0.20717286,0,Low Risk
DHFL,2022-09-30,0.2464288248885103,1.9807454547487964,0.0098048470245857,0.9278762560132412,0.5188925771515501,0.0081864474507521,0.1890852049481377,0.6597564092009173,5.0,0.3298782046004586,0,-0.007054,-3.145576,0.381265,0.016199,-0.19668,0.163129,-0.176161,0.278733,0.0,0.096583,0.094307624,0,Very Safe
DHFL,2022-12-31,0.181789866939818,5.452442123188631,0.0075505215903722,0.7704902567078655,0.4885353331123179,0.0078233737235677,0.1359647079891397,0.7201953544872783,5.0,0.3600976772436391,0,-0.181581,-3.216657,0.326475,-0.078362,-0.378457,0.115566,-0.250802,-0.141635,0.0,-0.027972,0.029142039,0,Very Safe
Divi's Laboratories,2014-03-31,0.4427054736698478,0.1446899217496068,0.1136002590523931,4.4995464866945305,0.414832328688914,0.0953172445524525,4.421229219638865,0.2529660324863416,5.0,0.1264830162431708,0,-0.237931,1.141747,-0.466111,-1.430137,-0.470899,-0.498939,-1.161809,-1.128822,0.0,-0.230252,0.015432454,0,Very Safe
Divi's Laboratories,2014-06-30,0.3886906627187081,0.1977225059427369,0.0974872957321937,5.989170650414757,0.4021048234535795,0.1053869043011642,2.8708438609892637,0.3296086348208191,5.0,0.1648043174104095,0,-0.237931,1.140512,-0.466111,-1.413699,-0.429159,-0.498939,-1.161809,-1.128822,0.0,-0.230252,0.016321996,0,Very Safe
Divi's Laboratories,2014-09-30,0.4821398948040791,0.3705064710666124,0.1144559130783098,10.01510047901139,0.5989015762700194,0.1017928427153054,5.739754580924323,0.2500315489156113,5.0,0.1250157744578056,0,-0.205716,0.395152,-0.506473,-1.419364,0.405863,-0.370585,-1.161102,-1.060731,0.0,-0.213924,0.021679785,0,Very Safe
Divi's Laboratories,2014-12-31,0.2548619412665048,0.4323066444487038,0.1290573791280808,8.053641178256454,0.6157866030525534,0.1379256540407881,5.075617555976189,0.3498423007066533,5.0,0.1749211503533266,0,0.007606,0.266486,-0.51756,-1.479711,0.559865,-0.331726,-1.140868,-1.031291,0.0,-0.1946,0.028349772,0,Very Safe
Divi's Laboratories,2015-03-31,0.256323061665938,0.3925351201545861,0.1034584726057699,5.97599016715781,0.4541880826900326,0.0831090627108844,2.956924157436441,0.4012663572960319,5.0,0.2006331786480159,0,0.014617,0.382727,-0.474491,-1.4238,-0.294397,-0.416737,-1.064291,-1.045153,0.0,-0.192159,0.014975349,0,Very Safe
Divi's Laboratories,2015-06-30,0.2028286604716229,0.3783212406026132,0.1158535520512654,4.59464245156292,0.4140903514782083,0.1219561234887232,3.2423132578947724,0.4478368328732192,5.0,0.2239184164366096,0,-0.016455,0.379805,-0.486196,-1.394565,-0.525802,-0.436597,-1.053529,-0.972716,0.0,-0.203387,0.012345783,0,Very Safe
Divi's Laboratories,2015-09-30,0.4164915746497896,0.6960234919559328,0.1355413787723359,7.1463589146058135,0.6648374087869822,0.1314303135594468,5.463441656015172,0.2542049614439204,5.0,0.1271024807219602,0,-0.17479,-0.838836,-0.426225,-1.410598,0.745212,-0.276328,-1.039105,-1.034178,0.0,-0.186077,0.013209762,0,Very Safe
Divi's Laboratories,2015-12-31,0.446572751232892,0.5552654364911793,0.0996562530253107,4.214227033889945,0.4362578530840857,0.0835798250402442,4.061679470461164,0.333214047110656,5.0,0.166607023555328,0,-0.140544,-0.614744,-0.400387,-1.410368,-0.458954,-0.371799,-0.996632,-1.056309,0.0,-0.200688,0.004854401,0,Very Safe
Divi's Laboratories,2016-03-31,0.3526972938307448,0.7238848350211324,0.0942617840391636,6.183036121996598,0.4880058672429905,0.095044794687769,3.3210043809906584,0.3943706321066225,5.0,0.1971853160533112,0,-0.167388,-1.455734,-0.404863,-1.346774,-0.347433,-0.209258,-0.949558,-0.956864,0.0,-0.196176,0.0033128525,0,Very Safe
Divi's Laboratories,2016-06-30,0.4437884841653534,0.7943226179416387,0.1316335746682788,4.762053960190783,0.4972638643766338,0.113055430005446,3.691818013847608,0.4327629596672425,5.0,0.2163814798336212,0,-0.177779,-1.840361,-0.385921,-1.258764,-0.352718,-0.196949,-0.866869,-0.8633,0.0,-0.20109,0.0029696769,0,Very Safe
Divi's Laboratories,2016-09-30,0.4006318915583536,0.9516241870263178,0.1518880301720112,7.668847408363769,0.6269644972571069,0.1607250803765305,6.334523436670216,0.31415288280434,5.0,0.15707644140217,0,-0.180369,-1.883359,-0.397492,-1.281184,0.679071,-0.169521,-0.950632,-0.805428,0.0,-0.190991,0.007748458,0,Very Safe
Divi's Laboratories,2016-12-31,0.4571633254264045,1.1429102124868475,0.1161605073320174,8.081522974481047,0.6090768918945753,0.1134634378881334,5.407480969986933,0.250749018942257,5.0,0.1253745094711285,0,-0.176161,-1.889572,-0.416086,-1.267631,0.415778,-0.179429,-0.96095,-0.828821,0.0,-0.205603,0.005590651,0,Very Safe
Divi's Laboratories,2017-03-31,0.35587672303306,0.7812847976324981,0.0770951020899501,5.346653829889752,0.4100732260162305,0.0795701481324712,3.086894127379121,0.313389057727117,5.0,0.1566945288635585,0,-0.161272,-1.702812,-0.384288,-1.276132,-0.492253,-0.255931,-0.860115,-0.872375,0.0,-0.20109,0.0027902036,0,Very Safe
Divi's Laboratories,2017-06-30,0.211587163476517,0.9091315330205644,0.109245017336619,3.604434354484548,0.5130953641987344,0.1151752096505664,2.323915758494129,0.445849655740397,5.0,0.2229248278701985,0,-0.029927,-1.929491,-0.422666,-1.27529,-0.244112,-0.184099,-0.897706,-0.862719,0.0,-0.210458,0.0032396459,0,Very Safe
Divi's Laboratories,2017-09-30,0.3424080803765598,0.7133452735005715,0.079002655113711,3.6690938222553378,0.4246434237798278,0.0765971804432547,1.7765736591178602,0.4448485051043473,5.0,0.2224242525521736,0,-0.160791,-1.513819,-0.38575,-1.368139,-0.583369,-0.255544,-0.665859,-0.916504,0.0,-0.196176,0.0032737823,0,Very Safe
Divi's Laboratories,2017-12-31,0.4055218322814348,1.2275115100656546,0.1038339207754563,5.1516703446767576,0.4430636871209997,0.109578798742063,3.6389732233782857,0.3587787392985281,5.0,0.179389369649264,0,-0.152008,-1.897387,-0.363491,-1.257656,-0.110242,-0.235085,-0.898642,-0.850959,0.0,-0.20109,0.0035433315,0,Very Safe
Divi's Laboratories,2018-03-31,0.4316876611728216,1.0244505162126814,0.1250085220676231,5.563354495909431,0.4491472440352296,0.1060050066507583,4.539160761723604,0.2691072415272474,5.0,0.1345536207636237,0,-0.152838,-1.905161,-0.359876,-1.241832,-0.189446,-0.227376,-0.886873,-0.852801,0.0,-0.20109,0.003368637,0,Very Safe
Divi's Laboratories,2018-06-30,0.379418344989116,0.8683589476213114,0.0994466157456554,6.765675385119731,0.4445379734938674,0.0963968418778394,3.769437313006317,0.3519748112612805,5.0,0.1759874056306402,0,-0.152008,-1.897387,-0.363491,-1.257656,-0.110242,-0.235085,-0.898642,-0.850959,0.0,-0.20109,0.0035433315,0,Very Safe
Divi's Laboratories,2018-09-30,0.2747003884077214,1.3935277296128,0.1159249961258667,3.612794801423856,0.5460321067628588,0.1071753760498417,2.9389026701172267,0.4454483130000898,5.0,0.2227241565000449,0,-0.138634,-1.935519,-0.402413,-1.281553,-0.061044,-0.13944,-0.956245,-0.871227,0.0,-0.208709,0.0034450642,0,Very Safe
Divi's Laboratories,2018-12-31,0.3002592850133825,1.352214002490803,0.1517868429302654,4.371006130332633,0.5919414648104802,0.1499163546976924,4.527510103532989,0.3595741621274439,5.0,0.1797870810637219,0,-0.176161,-1.870159,-0.416086,-1.267631,0.395008,-0.179429,-0.956696,-0.831717,0.0,-0.205603,0.005590651,0,Very Safe
Divi's Laboratories,2019-03-31,0.2786693576138537,1.0465252451737883,0.0967974656164639,5.722510750959224,0.4734512626742256,0.1020943451389946,3.5636623209422456,0.3598502542755789,5.0,0.1799251271377894,0,-0.127822,-1.936938,-0.375781,-1.24667,-0.361676,-0.187501,-0.86974,-0.873247,0.0,-0.20109,0.002862933,0,Very Safe
Divi's Laboratories,2019-06-30,0.4263446501867133,0.8577996388623207,0.091940392741486,3.976091025126693,0.4458849771755459,0.0955418700841843,2.205181773396295,0.3818798159810743,5.0,0.1909399079905371,0,-0.152008,-1.897387,-0.363491,-1.257656,-0.110242,-0.235085,-0.898642,-0.850959,0.0,-0.20109,0.0035433315,0,Very Safe
Divi's Laboratories,2019-09-30,0.3899974751202152,2.4408935423853118,0.1626302964182917,6.165560531592868,0.6207122576856988,0.1338424480499013,3.753169007503631,0.3945524065679393,5.0,0.1972762032839696,0,-0.180369,-1.886304,-0.397492,-1.281184,0.643178,-0.174944,-0.950632,-0.809973,0.0,-0.190991,0.0073820907,0,Very Safe
Divi's Laboratories,2019-12-31,0.4161542551164616,1.8066267280176072,0.1500242391480817,5.25021253108712,0.5408343640685616,0.1615675791321425,5.297711979089468,0.3407706511370103,5.0,0.1703853255685051,0,-0.175909,-1.898704,-0.391535,-1.273772,-0.305263,-0.164639,-0.899357,-0.870472,0.0,-0.206339,0.0028472007,0,Very Safe
Divi's Laboratories,2020-03-31,0.4087820023824439,2.5359325353173547,0.1210519325587025,5.803103535629807,0.5636426192203303,0.1189203714802805,4.416128618425049,0.2727109087686987,5.0,0.1363554543843493,0,-0.177297,-1.911774,-0.401226,-1.277352,0.078935,-0.148888,-0.957378,-0.862339,0.0,-0.208709,0.003916611,0,Very Safe
Divi's Laboratories,2020-06-30,0.3941083191776203,1.2634346810398986,0.1128243477027792,4.6691047435760185,0.46079010988535,0.090764150410426,5.5647836285925925,0.2850349727408362,5.0,0.1425174863704181,0,-0.155637,-1.917888,-0.370138,-1.242468,-0.337825,-0.22005,-0.866869,-0.8633,0.0,-0.20109,0.0028778103,0,Very Safe
Divi's Laboratories,2020-09-30,0.4216086435876197,1.4456352143219724,0.0895765383809496,5.607042107831851,0.4770678125994419,0.0757989775178221,3.3850796630352256,0.308892819768232,5.0,0.154446409884116,0,-0.155637,-1.920486,-0.374595,-1.242468,-0.353872,-0.196949,-0.866869,-0.8633,0.0,-0.20109,0.0028778103,0,Very Safe
Divi's Laboratories,2020-12-31,0.2350610004232106,2.3420131384338885,0.1384739285285447,5.230162677583371,0.5423515575608983,0.1258295832494165,4.031396198367615,0.3728062396897301,5.0,0.186403119844865,0,-0.010246,-1.934554,-0.403815,-1.271308,-0.239462,-0.155191,-0.946586,-0.854469,0.0,-0.202262,0.0033666333,0,Very Safe
Divi's Laboratories,2021-03-31,0.2630911531798585,1.63957014967233,0.123912977032129,7.270946160176895,0.6501959728060773,0.1322268360549556,4.116306875433771,0.3711058549782544,5.0,0.1855529274891272,0,0.007079,-1.902836,-0.398679,-1.286277,0.701043,-0.160073,-0.957905,-0.80389,0.0,-0.190991,0.009330362,0,Very Safe
Divi's Laboratories,2021-06-30,0.3295860862639961,1.2139813710057477,0.1014042520938232,6.482592463254883,0.4539572037194723,0.0882235890424442,2.901934303853434,0.3728087213945127,5.0,0.1864043606972563,0,-0.150195,-1.917888,-0.363994,-1.241832,-0.350682,-0.22005,-0.866869,-0.862665,0.0,-0.20109,0.0028778103,0,Very Safe
Divi's Laboratories,2021-09-30,0.4304161146274177,2.3756675431129697,0.1446034231684801,3.909840724386074,0.5577756195114678,0.1487688478500827,4.981721015956261,0.385901604547311,5.0,0.1929508022736555,0,-0.184208,-1.922766,-0.401226,-1.277352,-0.03677,-0.148888,-0.957378,-0.869286,0.0,-0.208709,0.0034047926,0,Very Safe
Divi's Laboratories,2021-12-31,0.3891470307321097,1.824239518486128,0.1246877981505252,8.022327186259231,0.5400072769075464,0.1365287494650957,3.834491726093142,0.2965189273927701,5.0,0.148259463696385,0,-0.175909,-1.898704,-0.391535,-1.273772,-0.305263,-0.164639,-0.899357,-0.870472,0.0,-0.206339,0.0028472007,0,Very Safe
Divi's Laboratories,2022-03-31,0.439830795769614,2.688296277814896,0.145070369115201,8.41010240627491,0.634810906947044,0.1371856157327648,5.405939456476724,0.2646721519033839,5.0,0.1323360759516919,0,-0.180369,-1.883359,-0.397492,-1.281184,0.679071,-0.169521,-0.950632,-0.805428,0.0,-0.190991,0.007748458,0,Very Safe
Divi's Laboratories,2022-06-30,0.2501897135426723,2.311023548819481,0.0951389135289091,5.111534956700343,0.4728279539105235,0.1037569906294582,2.401891812683432,0.4454375478264837,5.0,0.2227187739132418,0,-0.012905,-1.960751,-0.386875,-1.232919,-0.356494,-0.187501,-0.867709,-0.855398,0.0,-0.197012,0.003236114,0,Very Safe
Divi's Laboratories,2022-09-30,0.4741898917510024,1.2373741274025143,0.1052575043736058,5.046084606318531,0.4393404017250285,0.1019243184172139,3.570116053426894,0.357014749955843,5.0,0.1785073749779215,0,-0.14946,-1.891671,-0.367972,-1.261976,-0.224866,-0.243765,-0.898642,-0.851541,0.0,-0.20109,0.0031300816,0,Very Safe
Divi's Laboratories,2022-12-31,0.5226322841681986,1.455926268566786,0.0959364608450423,7.089803787766015,0.4418150209439895,0.0872037345120562,4.96513590288292,0.2699526008076268,5.0,0.1349763004038134,0,-0.15165,-1.89386,-0.367972,-1.261976,-0.18884,-0.243765,-0.898642,-0.84835,0.0,-0.20109,0.0032406899,0,Very Safe
